company,level,location,rating,salary_from,salary_to,salary_unit,skill,state,title
City of St. Petersburg,entry,"Saint Petersburg, FL",3.9,22.06,35.05,hour,sql,Florida,GIS Specialist/Programmer I (Temporary)
"Sixt Rent a Car, LLC.",entry,"Fort Lauderdale, FL 33316 ",3.0,40000.0,45000.0,year,sql,Florida,Fleet Receivables Supervisor
Florida Gulf Coast University,entry,"Fort Myers, FL 33965",4.3,50000.0,54802.0,year,sql,Florida,Application Programmer Analyst I
"Pioneer Technology Group, LLC",entry,"Sanford, FL 32771",,65000.0,65000.0,year,sql,Florida,System Engineer
"Hillsborough County, Florida",entry,Florida,3.8,58196.0,96023.0,year,sql,Florida,Technical Specialist I (Onbase)
Vivaticket,entry,"Orlando, FL 32811 ",,60000.0,60000.0,year,sql,Florida,SQL Report Writer - Business Intelligence
Treatt USA,entry,"Lakeland, FL 33805",,60000.0,80000.0,year,sql,Florida,Software Support Specialist
"Hillsborough County, FL",entry,"Tampa, FL",3.8,58196.0,96023.0,year,sql,Florida,Technical Specialist I
MotionPoint Corporation,entry,"Coconut Creek, FL 33073",3.3,15.0,18.0,hour,sql,Florida,Salesforce Administration Intern
Warren And Carter Technologies Inc.,entry,"Miami, FL",,70000.0,70000.0,year,sql,Florida,Junior ETL Developer
The Fifteenth Judicial Circuit Court,entry,"West Palm Beach, FL",,60896.0,60896.0,year,sql,Florida,Court Business Analyst/Report Writer
CountWise,entry,"Fort Lauderdale, FL 33323",,35000.0,40000.0,year,sql,Florida,Level 1 Help Desk Technical Support
"Sixt Rent a Car, LLC.",entry,"Fort Lauderdale, FL 33316 ",3.0,53000.0,53000.0,year,sql,Florida,Business Analyst: Fleet Procurement (Strategic Sourcing)
Software Answers Inc,entry,"Orlando, FL 32807",,15.0,16.0,hour,sql,Florida,Software Technical Support
FB,entry,"Jacksonville, FL",4.3,38.0,43.0,hour,sql,Florida,Systems Analyst 3rd shift
City of St. Petersburg,entry,"Saint Petersburg, FL",3.9,45896.0,72913.0,year,sql,Florida,GIS Specialist / Programmer I
"Engineerica Systems, Inc.",entry,"Orlando, FL",,25000.0,40000.0,year,sql,Florida,Software Support Specialist
Quick Internet Software Solutions,entry,"College Station, TX",4.5,60000.0,80000.0,year,sql,Texas,Full-Stack Web Developer with Front-End Focus
Wyzant,entry,"Houston, TX 77057 ",4.0,24.0,30.0,hour,sql,Texas,SQL Tutor/Teacher
Wyzant,entry,"Houston, TX 77039",4.0,24.0,30.0,hour,sql,Texas,SQL Tutoring/Teaching
"Symbiont, Inc.",entry,"San Antonio, TX",,65000.0,75000.0,year,sql,Texas,Data Analyst - Service Reporting - 3 Yrs Exp Required
Indeed,entry,"Austin, TX 78731",4.4,138000.0,174000.0,year,sql,Texas,Software Engineering Manager - Service Infrastructure
Techbundle,entry,"College Station, TX 77845",,38000.0,48000.0,year,sql,Texas,Tier 2 Service Engineer
Dept of State Health Services,entry,"Austin, TX 78756 ",3.4,4917.0,6489.0,month,sql,Texas,Team Lead - Medical Research Specialist
Brilliant Infotech Inc.,entry,"Richardson, TX",,50000.0,80000.0,year,sql,Texas,Java Developer
Wyzant,entry,"Garland, TX 75044 ",4.0,24.0,30.0,hour,sql,Texas,Tutor or Teacher - SQL
Custom by Sock Club,entry,"Austin, TX",,55000.0,95000.0,year,sql,Texas,"Web/Software Developer, Marketing"
Computer Staff,entry,"Dallas, TX",,85000.0,110000.0,year,sql,Texas,"Software Engineer, C#, .NET, WCF"
Indeed,entry,"Austin, TX 78731",4.4,138000.0,174000.0,year,sql,Texas,Software Engineering Manager
TELUS International,entry,"Austin, TX",4.0,17.0,19.0,hour,sql,Texas,JavaScript/Technical Support
"Blocksi, Inc",entry,"Austin, TX 78758 ",,60000.0,85000.0,year,sql,Texas,DevOps/Build and Release Engineer
premier it solutions,entry,"Dallas-Fort Worth, TX",,40.0,45.0,hour,sql,Texas,Dot Net Developer
SEI LLC,entry,"San Antonio, TX 78201 ",3.4,12.5,12.5,hour,sql,Texas,Technical Support Specialist - Part Time
Innovative Intelligent Solutions,entry,"Plano, TX 75075",4.0,35.0,40.0,hour,sql,Texas,Jr .Net Developer
TeleVet,entry,"Austin, TX",,95000.0,140000.0,year,sql,Texas,Back-end Developer
Computer Staff,entry,"Grapevine, TX 76051",,55000.0,100000.0,year,sql,Texas,"RECRUITER – IT, web/mobile/database dev"
Loyal IT Inc,entry,"Round Rock, TX 78681",,40000.0,40000.0,year,sql,Texas,IT Network Engineer
"TRIPBAM, Inc.",entry,"Dallas-Fort Worth, TX",,65000.0,90000.0,year,sql,Texas,Software Developer
Office of Court Administration,entry,"Austin, TX 78701 ",,5500.0,6500.0,month,sql,Texas,Systems Administrator V
Travis County,entry,"Austin, TX 78701 ",3.7,59467.0,64813.0,year,sql,Texas,Application Dev Analyst
SDH Systems,entry,"Plano, TX 75024",,93538.0,93538.0,year,sql,Texas,Java Developer
Systems Automated,entry,"Denton, TX 76205",4.5,15.0,20.0,hour,sql,Texas,Software Engineer
AQSACOM Incorporated,entry,"Irving, TX",,90000.0,90000.0,year,sql,Texas,Validation and Integration Support Software Engineer
Lightning Step Technologies,entry,"Houston, TX 77057 ",,70000.0,80000.0,year,sql,Texas,Software Developer
"Straight Edge Technology, Inc.",entry,"Corpus Christi, TX 78411 ",,37440.0,56160.0,year,sql,Texas,Field Engineer - Tier II
North Central Texas Council of Governments,entry,"Arlington, TX",3.7,36976.0,36976.0,year,sql,Texas,Transportation Planner I - Safety
Solware it technologies,entry,"McKinney, TX",,80000.0,90000.0,year,sql,Texas,Big Data Developer
Zelus Analytics,entry,"Austin, TX 78703",,95000.0,125000.0,year,sql,Texas,Software Engineer - Sports Analytics
Avanza Construction & Earthworks,entry,"Fort Worth, TX 76133 ",,15.0,18.0,hour,sql,Texas,Business Analyst
Divergys,entry,"Houston, TX",,30000.0,45000.0,year,sql,Texas,IT Service Technician Level 1
Norco Corp,entry,"Fort Worth, TX 76179",,45000.0,65000.0,year,sql,Texas,IT Manager/Systems Administrator
Health & Human Services Comm,entry,"Austin, TX 78751",3.4,5785.0,7784.0,month,sql,Texas,Data Analyst V
Forescout Technologies Inc.,entry,"Dallas, TX",3.5,20.0,30.0,hour,sql,Texas,Jr. QA Engineer Contractor
BMC Software,entry,"Houston, TX 77042 ",4.0,65000.0,72500.0,year,sql,Texas,Technical Support Analyst
TEXAS DEPARTMENT OF PUBLIC SAFETY,entry,"Austin, TX",3.8,4301.0,4301.0,month,sql,Texas,DPS - IT - Quality Assurance Analyst II
Health & Human Services Comm,entry,"Austin, TX 78756 ",3.4,5259.0,6941.0,month,sql,Texas,Program Specialist VII
Zelus Analytics,entry,"Austin, TX 78703",,95000.0,125000.0,year,sql,Texas,Data Engineer - Cloud
The Innova Group,entry,"Dallas, TX",,50000.0,75000.0,year,sql,Texas,Data Analyst / Healthcare Planner / Consultant
LegalZoom,entry,"Austin, TX 78717",3.7,80000.0,80000.0,year,sql,Texas,Sales Operations Analyst
TimeClock Plus by Data Management Inc.,entry,"San Angelo, TX",3.1,40000.0,50000.0,year,sql,Texas,Business Analyst
Valuekreators,entry,"Dallas, TX",,40.0,45.0,hour,sql,Texas,Oracle Apps Tester W/ APEX
Health & Human Services Comm,entry,"Austin, TX 78756 ",3.4,4599.0,6066.0,month,sql,Texas,Program Specialist VI
NLB,entry,"Austin, TX",,60.0,65.0,hour,sql,Texas,Python Developer
Health & Human Services Comm,entry,"Austin, TX 78756 ",3.4,4917.0,6500.0,month,sql,Texas,Data Base Administrator IV
Parallel Staff,entry,"Dallas, TX",,80.0,80.0,day,sql,Texas,ETL Informatica Power Center - TN VISA
"Webb County, TX",entry,Texas,,47250.0,47250.0,year,sql,Texas,Webb County- System Analyst - County Auditors
SConcept,entry,"Carrollton, TX",,74000.0,78000.0,year,sql,Texas,Need Entry Level Devops /AWS Engineer
Imcs Group,entry,"Irving, TX 75063",3.5,65000.0,80000.0,year,sql,Texas,Junior Java Developer
Integral Care,entry,"Austin, TX",3.6,51985.0,51985.0,year,sql,Texas,Program Specialist
Aaratechinc,entry,"Dallas, TX",,55000.0,70000.0,year,sql,Texas,Data Analyst
Screativesoft,entry,"Dallas, TX 75252 ",,80000.0,100000.0,year,sql,Texas,junior Sail Point Developer-full time-Direct clients and Bes...
North Central Texas Council of Governments,entry,"Arlington, TX",3.7,36976.0,36976.0,year,sql,Texas,Database Specialist I - Transportation Improvement Program
University of Houston,entry,"Houston, TX",4.3,17.26,22.01,hour,sql,Texas,Assessment Coordinator
US Department of Justice,entry,"San Antonio, TX",4.2,74854.0,97313.0,year,sql,Texas,Information Technology Specialist
Indeed,entry,"Austin, TX 78731",4.4,50000.0,64000.0,year,sql,Texas,International Taxonomy Analyst - Dutch
MSB Consulting,entry,"Austin, TX 78750",2.2,15.0,18.0,hour,sql,Texas,Client Care Specialist
"K2Share, LLC",entry,"College Station, TX 77840",4.7,45760.0,58240.0,year,sql,Texas,Business Intelligence Analyst
Altisource,entry,"Plano, TX",3.5,10.0,15.0,hour,sql,Texas,Strategic Operations Intern - Paid FALL Internship
Lawyer Legion,entry,"Houston, TX",,14.0,16.0,hour,sql,Texas,Entry Level Data Analyst for Lawyer Legion (Houston)
TeleVet,entry,"Austin, TX",,150000.0,175000.0,year,sql,Texas,VP of Engineering
Medical Specialists,entry,"Addison, TX",3.6,110000.0,140000.0,year,sql,Texas,SQL Database Administrator
zioqu,entry,"Irving, TX 75062",,35.0,40.0,hour,sql,Texas,Business Analyst
"BioUrja Trading, LLC",entry,"Houston, TX 77077",,20.0,30.0,hour,sql,Texas,Quantitative Analyst Intern
"Retail Information Systems, Inc",entry,"Houston, TX 77082",,16.0,25.0,hour,sql,Texas,Help Desk Technical Support
PCS GlobalTech,entry,"Austin, TX",,60000.0,80000.0,year,sql,Texas,Jr. BI Developer
IronEdge Group,entry,Texas,3.8,95000.0,135000.0,year,sql,Texas,BI PRACTICE LEAD
IronEdge Group,entry,Texas,3.8,75000.0,125000.0,year,sql,Texas,POWER BI DATA ANALYST
State Farm,entry,"Richardson, TX 75081",3.8,25.0,25.0,hour,sql,Texas,Intern - Data Engineering
SConcept,entry,"Carrollton, TX",,70000.0,75000.0,year,sql,Texas,Jr. Tableau Developer
Dept of Family & Protectve Svc,entry,"Austin, TX 78754",3.4,3763.0,4019.0,month,sql,Texas,Data Developer
HBS Systems,entry,"Richardson, TX 75080",3.0,45000.0,55000.0,year,sql,Texas,Junior Conversion Programmer
10BITS LLC,entry,"Dallas, TX",,65000.0,80000.0,year,sql,Texas,Entry Level Software Developer
Imcs Group,entry,"Irving, TX 75063",3.5,65000.0,80000.0,year,sql,Texas,Performance Test Engineer
Agama solutions,entry,"Arizona, TX",,35.0,40.0,hour,sql,Texas,Quality Assurance Analyst
TCG Group Holdings,entry,"Austin, TX",3.8,50000.0,50000.0,year,sql,Texas,Business Systems Analyst
Indeed,entry,"Austin, TX 78731",4.4,22.59,29.33,hour,sql,Texas,Search Quality Policy Analyst
Zelus Analytics,entry,"Austin, TX 78703",,80000.0,110000.0,year,sql,Texas,Data Scientist - Sports
SConcept,entry,"Carrollton, TX",,73000.0,78000.0,year,sql,Texas,Training and Placement on Software Development
SDH Systems,entry,"Plano, TX 75093",,94307.0,94307.0,year,sql,Texas,Informatica Developer
Dept of Family & Protectve Svc,entry,"Austin, TX 78751",3.4,4599.0,7533.0,month,sql,Texas,Data Analyst
Dept of Family & Protectve Svc,entry,"Austin, TX 78754",3.4,3763.0,6149.0,month,sql,Texas,Software Tester
Pex,entry,"Los Angeles, CA",3.9,115000.0,135000.0,year,sql,California,Senior Go Developer
ToBeInStyle,entry,"Monterey Park, CA 91754",,13.0,13.0,hour,sql,California,Photographer - Office Assistant - Entry Level
NGUSoft,entry,"Santa Clara, CA",,65770.0,65770.0,year,sql,California,Project Manager
"Radiant Logic, Inc.",entry,"Novato, CA 94945",,80000.0,85000.0,year,sql,California,Systems Engineer
Capital Public Radio,entry,"Sacramento, CA 95826",4.2,70000.0,75000.0,year,sql,California,Web Developer
Composite Apps Inc.,entry,"Irvine, CA 92618",,40000.0,50000.0,year,sql,California,Entry Level Developer
"University Enterprises, Inc.",entry,"Sacramento, CA",4.2,12.22,20.37,hour,sql,California,Student Assistant - GIS
Innovative Intelligent Solutions,entry,"Fremont, CA 94536",4.0,25.0,50.0,hour,sql,California,Software Developer
CityCore,entry,"Glendale, CA",,160000.0,160000.0,year,sql,California,Core Java Developer
Foothill Credit Union,entry,"Arcadia, CA",,29.35,44.0,hour,sql,California,Programmer
Compology,entry,"San Francisco, CA 94103 ",,150000.0,200000.0,year,sql,California,DevOps/Backend Engineer
ToBeInStyle,entry,"Monterey Park, CA 91754",,13.0,13.0,hour,sql,California,Data Entry - Office Assistant - Full time
XDR Radiology,entry,"Los Angeles, CA",,60000.0,90000.0,year,sql,California,Software Developer / Programmer - Mid-level
VizExplorer,entry,"San Diego, CA",2.5,45000.0,55000.0,year,sql,California,Delivery Analyst
ASK Technologies Inc,entry,"Los Angeles, CA 90230",,60000.0,90000.0,year,sql,California,Python Developer
People Assisting The Homeless (PATH),entry,"Los Angeles, CA 90004",3.3,70000.0,80000.0,year,sql,California,Software Developer ( JR 975)
Bond Consulting Services,entry,"Long Beach, CA 90802",,50000.0,50000.0,year,sql,California,Business Analyst
PUBLIC LAW CENTER,entry,"Santa Ana, CA 92701",,17.0,20.0,hour,sql,California,Donor and Volunteer Data Specialist
Immigrant Legal Resource Center,entry,"San Francisco, CA 94103 ",,60000.0,75000.0,year,sql,California,Junior Systems Administrator
UC San Diego,entry,"San Diego, CA",4.3,59700.0,90000.0,year,sql,California,Web Application Developer
"RICEFW Technologies, inc",entry,"Sunnyvale, CA",,50.0,55.0,hour,sql,California,Hadoop BiG Data Engineer
WBI,entry,"Century City, CA",3.7,85000.0,90000.0,year,sql,California,Identity and Access Management Analyst
Flourish Software,entry,"Los Angeles, CA",,70000.0,85000.0,year,sql,California,SaaS Implementation Engineer (Cannabis Software)
"City of Santa Rosa, CA",entry,"Santa Rosa, CA",,56754.0,94989.0,year,sql,California,"Civil Engineering Technician I, II, III"
SDH Systems,entry,"El Segundo, CA 90245",,99174.0,99174.0,year,sql,California,Automation QA Engineer
Elk Grove Unified School District,entry,"Elk Grove, CA",4.1,70722.0,92524.0,year,sql,California,Programmer Analyst Ii (technology Services)
"AEM, Inc.",entry,"San Diego, CA 92121",,55000.0,70000.0,year,sql,California,IT Technician/Administrator
Altigen,entry,"San Jose, CA 95134 ",,60000.0,60000.0,year,sql,California,Computer Programmer
The Dictionary Project,entry,"San Diego, CA",,80000.0,100000.0,year,sql,California,System Administrator
"City of Los Angeles, CA",entry,"City of Los Angeles, CA",4.3,58986.0,93980.0,year,sql,California,APPLICATIONS PROGRAMMER 1429 (B)
"RICEFW Technologies, inc",entry,"Sunnyvale Baylands Park, CA",,50.0,55.0,hour,sql,California,Hadoop Developer
Huggable,entry,"San Francisco, CA 94108 ",,70000.0,110000.0,year,sql,California,Demand Planning Manager
ConvergeDirect,entry,"San Diego, CA 92121",3.0,80000.0,90000.0,year,sql,California,Database Programmer
RF Tech Networks,entry,"San Francisco, CA",,70.0,70.0,hour,sql,California,BI Engineer
"Cal Alumni Association, UC Berkeley",entry,"Berkeley, CA",,60000.0,65000.0,year,sql,California,Business Reporting Analyst
Robin Healthcare,entry,"Berkeley, CA 94703",,55000.0,85000.0,year,sql,California,Full-Time Junior Software Engineer at Mission Driven Healthc...
Employers Group,entry,"El Segundo, CA 90245",3.2,17.0,18.0,hour,sql,California,Administrative & Customer Service Support
Vied Tech,entry,"Sacramento, CA",,55.0,65.0,hour,sql,California,Oracle Developer
Los Angeles County Office of Education,entry,"Downey, CA 90242",4.2,98112.0,121548.0,year,sql,California,Process Engineer - Financials (ERP)
Dataquest Corp,entry,"Los Angeles, CA",,75000.0,85000.0,year,sql,California,Entry Level Python Developer
American Tours International,entry,"Los Angeles, CA 90045",3.0,15.0,25.0,hour,sql,California,"Associate, IT Support Services"
Rangam Consultants Inc.,entry,"Menlo Park, CA",4.0,80.0,85.0,hour,sql,California,Research Scientist
"University Enterprises, Inc.",entry,"Sacramento, CA",4.2,13.52,22.79,hour,sql,California,Student Assistant - Engineering
American Advisors Group,entry,"Orange, CA",3.6,25.0,28.0,hour,sql,California,"Analyst, Call Center"
Santa Barbara Center for the Performing Arts,entry,"Santa Barbara, CA 93101",,18.5,19.5,hour,sql,California,Ticketing & CRM Support Specialist
"AlertEnterprise, Inc",entry,"Fremont, CA 94538",,75000.0,75000.0,year,sql,California,Technical Consultant / Analyst
Aaratechinc,entry,"Sacramento, CA",,55000.0,70000.0,year,sql,California,Data Analyst
Shape (ShapeScale),entry,"San Francisco, CA",,3000.0,3000.0,month,sql,California,Digital Marketing & Community Coordinator (Internship)
SAN FRANCISCO COMMUNITY CLINIC CONSORTIUM,entry,"San Francisco, CA 94133 ",3.7,50000.0,55000.0,year,sql,California,Data Analyst
University of California Merced,entry,"Merced, CA 95343",4.4,24.9,31.13,hour,sql,California,Applications Programmer II (Contract position)
University of San Diego,entry,"San Diego, CA",4.3,20.0,20.0,hour,sql,California,"Research Assistant, The Jacobs Institute for Innovation in E..."
Change Research,entry,"Palo Alto, CA",4.5,90000.0,150000.0,year,sql,California,Data Scientist - Natural Language Processing
Horizon Technologies,entry,"Sunnyvale, CA",4.2,40.21,40.21,hour,sql,California,Systems Analyst
"University of California, Santa Barbara",entry,"Santa Barbara, CA 93106",4.5,23.95,23.95,hour,sql,California,Staff Research Associate II - Wetland
TechPro,entry,"Sunnyvale, CA",,30.0,30.0,hour,sql,California,Data Operations Analyst
Los Angeles Homeless Services Authority,entry,"Los Angeles, CA 90017",3.6,51314.0,74406.0,year,sql,California,Report Developer
Northern CA Power Agency,entry,"Roseville, CA 95678",,12.96,28.75,hour,sql,California,"Assistant Student I-III, Power Settlements"
Dahua Technology,entry,"Irvine, CA 92618",,55000.0,60000.0,year,sql,California,Data Analyst
12th Wonder,entry,"Dublin, CA 94568",,25.0,25.0,hour,sql,California,QA Tester (Entry Level)
"Accu-Image,inc.",entry,"Morgan Hill, CA 95037",,55000.0,75000.0,year,sql,California,Software and database Implementation Specialist
UC San Diego,entry,"San Diego, CA",4.3,80000.0,115000.0,year,sql,California,Information Systems Analyst
"AlertEnterprise, Inc",entry,"Fremont, CA 94538",,75000.0,75000.0,year,sql,California,Identity and Access Management Analyst
Rangam Consultants Inc.,entry,"Menlo Park, CA",4.0,50.0,55.0,hour,sql,California,Product Data Analyst
Vesta Home,entry,"Los Angeles, CA",,60000.0,80000.0,year,sql,California,Finance & Data Analyst
Change Research,entry,"Palo Alto, CA",4.5,90000.0,150000.0,year,sql,California,Data Scientist
Inland Empire Health Plans,entry,"Rancho Cucamonga, CA 91730",3.7,61609.0,78520.0,year,sql,California,Analyst I - Actuarial Services (Health Plan)
MT Global US Inc.,entry,"San Francisco Bay Area, CA",,3000.0,3000.0,month,sql,California,欧美500强带薪实习项目
Sonoma State University,entry,"Rohnert Park, CA 94928",4.3,3897.0,4750.0,month,sql,California,Reporting and Analytics Data Analyst (AA/S Ex I) - 104933
"ScaleMatrix Holdings, Inc.",entry,"San Diego, CA 92123",,20.0,21.0,hour,sql,California,Jr. Developer
